Time_s,X_m,Y_m,Theta_rad
1762.5,10.499999999997,37.5107605971096,-1.57079632678838
1763,10.4999999999975,37.4357605971096,-1.57079632678938
1763.5,10.4999999999979,37.3607605971096,-1.57079632679022
1764,10.4999999999982,37.2857605971096,-1.57079632679094
1764.5,10.4999999999985,37.2107605971096,-1.57079632679154
1765,10.4999999999987,37.1357605971096,-1.57079632679205
1765.5,10.4999999999989,37.0607605971096,-1.57079632679249
1766,10.4999999999991,36.9857605971096,-1.57079632679285
1766.5,10.4999999999992,36.9107605971096,-1.57079632679317
1767,10.4999999999993,36.8357605971096,-1.57079632679343
1767.5,10.4999999999994,36.7607605971096,-1.57079632679366
1768,10.4999999999995,36.6857605971096,-1.57079632679385
1768.5,10.4999999999996,36.6107605971096,-1.57079632679401
1769,10.4999999999997,36.5357605971096,-1.57079632679414
1769.5,10.4999999999997,36.4607605971096,-1.57079632679426
1770,10.4999999999998,36.3857605971096,-1.57079632679436
1770.5,10.4999999999998,36.3107605971096,-1.57079632679444
1771,10.4999999999998,36.2357605971096,-1.57079632679451
1771.5,10.4999999999998,36.1607605971096,-1.57079632679457
1772,10.4999999999999,36.0857605971096,-1.57079632679462
1772.5,10.4999999999999,36.0107605971096,-1.57079632679466
1773,10.4999999999999,35.9357605971096,-1.5707963267947
1773.5,10.4999999999999,35.8607605971096,-1.57079632679473
1774,10.4999999999999,35.7857605971096,-1.57079632679476
1774.5,10.4999999999999,35.7107605971096,-1.57079632679477
1775,10.5,35.6357605971096,-1.57079632679479
1775.5,10.5,35.5607605971096,-1.57079632679481
1776,10.5,35.4857605971096,-1.57079632679483
1776.5,10.5,35.4107605971096,-1.57079632679484
1777,10.5,35.3357605971096,-1.57079632679485
1777.5,10.5,35.2607605971096,-1.57079632679485
1778,10.5,35.1857605971095,-1.57079632679485
1778.5,10.5,35.1107605971095,-1.57079632679485
1779,10.5,35.0357605971095,-1.57079632679485
1779.5,10.5,34.9607605971095,-1.57079632679485
1780,10.5,34.8857605971095,-1.57079632679485
1780.5,10.5,34.8107605971095,-1.57079632679485
1781,10.5,34.7357605971095,-1.57079632679485
1781.5,10.5,34.6607605971095,-1.57079632679485
1782,10.5,34.5857605971095,-1.57079632679485
1782.5,10.5,34.5107605971095,-1.57079632679485
1783,10.5,34.4357605971095,-1.57079632679485
1783.5,10.5,34.3607605971095,-1.57079632679485
1784,10.5,34.2857605971095,-1.57079632679485
1784.5,10.5,34.2107605971095,-1.57079632679485
1785,10.5,34.1357605971095,-1.57079632679485
1785.5,10.5,34.0607605971095,-1.57079632679485
1786,10.5,33.9857605971095,-1.57079632679485
1786.5,10.5,33.9107605971095,-1.57079632679485
1787,10.5,33.8357605971095,-1.57079632679485
1787.5,10.5,33.7607605971095,-1.57079632679485
1788,10.5,33.6857605971095,-1.57079632679485
1788.5,10.5,33.6107605971095,-1.57079632679485
1789,10.5,33.5357605971095,-1.57079632679485
1789.5,10.5,33.4607605971095,-1.57079632679485
1790,10.5,33.3857605971095,-1.57079632679485
1790.5,10.5,33.3107605971095,-1.57079632679485
1791,10.5,33.2357605971095,-1.57079632679485
1791.5,10.5,33.1607605971095,-1.57079632679485
1792,10.5,33.0857605971095,-1.57079632679485
1792.5,10.5,33.0107605971095,-1.57079632679485
1793,10.5,32.9357605971095,-1.57079632679485
1793.5,10.5,32.8607605971095,-1.57079632679485
1794,10.5,32.7857605971095,-1.57079632679485
1794.5,10.5,32.7107605971095,-1.57079632679485
1795,10.5,32.6357605971095,-1.57079632679485
1795.5,10.5,32.5607605971095,-1.57079632679485
1796,10.5,32.4857605971094,-1.57079632679485
1796.5,10.5,32.4107605971094,-1.57079632679485
1797,10.5,32.3357605971094,-1.57079632679485
1797.5,10.5,32.2607605971094,-1.57079632679485
1798,10.5,32.1857605971094,-1.57079632679485
1798.5,10.5,32.1107605971094,-1.57079632679485
1799,10.5,32.0357605971094,-1.57079632679485
1799.5,10.5,31.9607605971094,-1.57079632679485
1800,10.5,31.8857605971094,-1.57079632679485
1800.5,10.5,31.8107605971094,-1.57079632679485
1801,10.5,31.7357605971094,-1.57079632679485
1801.5,10.5,31.6607605971094,-1.57079632679485
1802,10.5,31.5857605971094,-1.57079632679485
1802.5,10.5,31.5107605971094,-1.57079632679485
1803,10.5,31.4357605971094,-1.57079632679485
1803.5,10.5,31.3607605971094,-1.57079632679485
1804,10.5,31.2857605971094,-1.57079632679485
1804.5,10.5,31.2107605971094,-1.57079632679485
1805,10.5,31.1357605971094,-1.57079632679485
1805.5,10.5,31.0607605971094,-1.57079632679485
1806,10.5,30.9857605971094,-1.57079632679485
1806.5,10.5,30.9107605971094,-1.57079632679485
1807,10.5,30.8357605971094,-1.57079632679485
1807.5,10.5,30.7607605971094,-1.57079632679485
1808,10.5,30.6857605971094,-1.57079632679485
1808.5,10.5,30.6107605971094,-1.57079632679485
1809,10.5,30.5357605971094,-1.57079632679485
1809.5,10.5,30.4607605971094,-1.57079632679485
1810,10.5,30.3857605971094,-1.57079632679485
1810.5,10.5,30.3107605971094,-1.57079632679485
1811,10.5,30.2357605971094,-1.57079632679485
1811.5,10.5,30.1607605971094,-1.57079632679485
1812,10.5,30.0857605971094,-1.57079632679485
1812.5,10.5,30.0107605971094,-1.57079632679485
1813,10.5,29.9357605971094,-1.57079632679485
1813.5,10.5,29.8607605971093,-1.57079632679485
1814,10.5,29.7857605971093,-1.57079632679485
1814.5,10.5,29.7107605971093,-1.57079632679485
1815,10.5,29.6357605971093,-1.57079632679485
1815.5,10.5,29.5607605971093,-1.57079632679485
1816,10.5,29.4857605971093,-1.57079632679485
1816.5,10.5,29.4107605971093,-1.57079632679485
1817,10.5,29.3357605971093,-1.57079632679485
1817.5,10.5,29.2607605971093,-1.57079632679485
1818,10.5,29.1857605971093,-1.57079632679485
1818.5,10.5,29.1107605971093,-1.57079632679485
1819,10.5,29.0357605971093,-1.57079632679485
1819.5,10.5,28.9607605971093,-1.57079632679485
1820,10.5,28.8857605971093,-1.57079632679485
1820.5,10.5,28.8107605971093,-1.57079632679485
1821,10.5,28.7357605971093,-1.57079632679485
1821.5,10.5,28.6607605971093,-1.57079632679485
1822,10.5,28.5857605971093,-1.57079632679485
1822.5,10.5,28.5107605971093,-1.57079632679485
1823,10.5,28.4357605971093,-1.57079632679485
1823.5,10.5,28.3607605971093,-1.57079632679485
1824,10.5,28.2857605971093,-1.57079632679485
1824.5,10.5,28.2107605971093,-1.57079632679485
1825,10.5,28.1357605971093,-1.57079632679485
1825.5,10.5,28.0607605971093,-1.57079632679485
1826,10.5,27.9857605971093,-1.57079632679485
1826.5,10.5,27.9107605971093,-1.57079632679485
1827,10.5,27.8357605971093,-1.57079632679485
1827.5,10.5,27.7607605971093,-1.57079632679485
1828,10.5,27.6857605971093,-1.57079632679485
1828.5,10.5,27.6107605971093,-1.57079632679485
1829,10.5,27.5357605971093,-1.57079632679485
1829.5,10.5,27.4607605971093,-1.57079632679485
1830,10.5,27.3857605971093,-1.57079632679485
1830.5,10.5,27.3107605971093,-1.57079632679485
1831,10.5,27.2357605971092,-1.57079632679485
1831.5,10.5,27.1607605971092,-1.57079632679485
1832,10.5,27.0857605971092,-1.57079632679485
1832.5,10.5,27.0107605971092,-1.57079632679485
1833,10.5,26.9357605971092,-1.57079632679485
1833.5,10.5,26.8607605971092,-1.57079632679485
1834,10.5,26.7857605971092,-1.57079632679485
1834.5,10.5,26.7107605971092,-1.57079632679485
1835,10.5,26.6357605971092,-1.57079632679485
1835.5,10.5,26.5607605971092,-1.57079632679485
1836,10.5,26.4857605971092,-1.57079632679485
1836.5,10.5,26.4107605971092,-1.57079632679485
1837,10.5,26.3357605971092,-1.57079632679485
1837.5,10.5,26.2607605971092,-1.57079632679485
1838,10.5,26.1857605971092,-1.57079632679485
1838.5,10.5,26.1107605971092,-1.57079632679485
1839,10.5,26.0357605971092,-1.57079632679485
1839.5,10.5,25.9607605971092,-1.57079632679485
1840,10.5,25.8857605971092,-1.57079632679485
1840.5,10.5,25.8107605971092,-1.57079632679485
1841,10.5,25.7357605971092,-1.57079632679485
1841.5,10.5,25.6607605971092,-1.57079632679485
1842,10.5,25.5857605971092,-1.57079632679485
1842.5,10.5,25.5107605971092,-1.57079632679485
1843,10.5,25.4357605971092,-1.57079632679485
1843.5,10.5,25.3607605971092,-1.57079632679485
1844,10.5,25.2857605971092,-1.57079632679485
1844.5,10.5,25.2107605971092,-1.57079632679485
1845,10.5,25.1357605971092,-1.57079632679485
1845.5,10.5,25.0607605971092,-1.57079632679485
1846,10.5,24.9857605971092,-1.57079632679485
1846.5,10.5,24.9107605971092,-1.57079632679485
1847,10.5,24.8357605971092,-1.57079632679485
1847.5,10.5,24.7607605971092,-1.57079632679485
1848,10.5,24.6857605971092,-1.57079632679485
1848.5,10.5,24.6107605971091,-1.57079632679485
1849,10.5,24.5357605971091,-1.57079632679485
1849.5,10.5,24.4607605971091,-1.57079632679485
1850,10.5,24.3857605971091,-1.57079632679485
1850.5,10.5,24.3107605971091,-1.57079632679485
1851,10.5,24.2357605971091,-1.57079632679485
1851.5,10.5,24.1607605971091,-1.57079632679485
1852,10.5,24.0857605971091,-1.57079632679485
1852.5,10.5,24.0107605971091,-1.57079632679485
1853,10.5,23.9357605971091,-1.57079632679485
1853.5,10.5,23.8607605971091,-1.57079632679485
1854,10.5,23.7857605971091,-1.57079632679485
1854.5,10.5,23.7107605971091,-1.57079632679485
